river,year,MK,LInf,SL50,SL95,FM,SPR,SL50.Var,SL95.Var,FM.Var,SPR.Var
onon,2013,1.5960428475571082,153.97113863855145,65.98,98.69,5.97,0.07884167239715184,19.27134600893915,36.982420606942725,1.8461420758604248,4.136161732281416e-4
onon,2014,1.5960428475571082,153.97113863855145,35.95,44.48,1.61,0.13899074528214825,0.7310943939438345,3.04313416954205,0.018732359854574634,2.4092409287297586e-4
onon,2015,1.5960428475571082,153.97113863855145,43.15,54.46,3.46,0.0594684131305177,0.5539796628531772,1.7866008049327429,0.06111302028711641,3.089163342527972e-5
onon,2016,1.5960428475571082,153.97113863855145,51.54,65.15,3.88,0.07513547893597179,2.533953945044385,7.378133724414479,0.2694506750321726,1.0778680570463718e-4
onon,2017,1.5960428475571082,153.97113863855145,54.93,66.71,4.61,0.07499441939032905,0.8618489091144422,2.5128392229895553,0.19783436899974455,4.253678709691282e-5
onon,2018,1.5960428475571082,153.97113863855145,67.91,83.5,6.93,0.10143168397059504,3.307304528474836,8.294351562052183,1.5312081560563642,1.588291582280726e-4
onon,2019,1.5960428475571082,153.97113863855145,86.1,130.08,11.01,0.08918061262400048,136.63685568179304,196.2975101859998,34.6954543974321,0.004085956582926769
onon,2022,1.5960428475571082,153.97113863855145,45.29,62.85,2.15,0.12047977162734022,3.047930463074228,9.960923155296035,0.04648596492317875,1.9321019281379114e-4
onon,2012,2.2017844326475817,142.22410936567127,49.54,60.3,1.59,0.20685221647772106,1.408600911283542,4.40739003192797,0.05286387810105275,7.031877798674556e-4
onon,2013,2.2017844326475817,142.22410936567127,65.98,97.06,3.33,0.17607348346669613,17.624707013689598,32.351988797484694,0.6640280538014995,0.0014640037055142503
onon,2014,2.2017844326475817,142.22410936567127,35.82,44.02,0.67,0.3481862002770049,0.7188386902409811,2.8283658463658936,0.007638021296318988,0.0014703894283729347
onon,2015,2.2017844326475817,142.22410936567127,43.19,54.26,1.87,0.14138846988311574,0.5686337659911636,1.7508387304495439,0.02513156523866449,1.70328970511761e-4
onon,2016,2.2017844326475817,142.22410936567127,51.54,64.77,2.11,0.16977269380740637,2.5872595025972176,7.168631337638107,0.10787211332087011,5.139541196291583e-4
onon,2017,2.2017844326475817,142.22410936567127,54.99,66.52,2.59,0.1646421961911337,0.8754918108231914,2.442430760162526,0.0804170545886882,1.8860216435792913e-4
onon,2018,2.2017844326475817,142.22410936567127,67.95,83.05,4.03,0.20907670426787142,3.1756874266868893,7.649519833299274,0.5939416374844431,5.196453983965004e-4
onon,2019,2.2017844326475817,142.22410936567127,84.75,125.69,6.09,0.1956036893467618,104.84102222879271,148.055792192718,10.00146684109012,0.011081832821588911
onon,2022,2.2017844326475817,142.22410936567127,44.48,60.6,0.94,0.29542985088643176,2.7700565025565562,8.727506655326154,0.015767078560564883,0.0010555308241617972
onon,2012,1.5993347818352148,139.30723600040068,49.36,60.25,2.38,0.13443168207205936,1.386286155076284,4.504680112238415,0.09086874419511476,3.0183506008335753e-4
onon,2013,1.5993347818352148,139.30723600040068,65.65,98.17,4.67,0.11648705752668079,19.588329927518163,37.31072548380762,1.2120613137585672,8.138690789591575e-4
onon,2014,1.5993347818352148,139.30723600040068,35.63,43.83,1.19,0.20973227680362738,0.6874173193311925,2.8076828446232636,0.013110666576644782,5.222827811786117e-4
onon,2015,1.5993347818352148,139.30723600040068,43,54.18,2.76,0.0882746393806951,0.5592015103156487,1.7862832482691255,0.04355944905022436,6.687699434539547e-5
onon,2016,1.5993347818352148,139.30723600040068,51.32,64.76,3.06,0.11081430979606276,2.570888429197653,7.428133084296858,0.18631011040108503,2.2953438202560428e-4
onon,2017,1.5993347818352148,139.30723600040068,54.84,66.55,3.68,0.10944343481535494,0.8753661279480123,2.524564486274879,0.13889475876819476,8.87072419700708e-5
onon,2018,1.5993347818352148,139.30723600040068,67.9,83.41,5.55,0.14582458575195897,3.332510386631508,8.261269160656669,1.0499631099817697,3.0623597046771826e-4
onon,2019,1.5993347818352148,139.30723600040068,85.13,128.68,8.37,0.1314763116704745,127.31701658740866,183.52753230678255,19.31965604156726,0.007091681209578708
onon,2022,1.5993347818352148,139.30723600040068,44.06,60.42,1.54,0.18660697576777024,2.6123325236780173,8.815710941375132,0.02656789078312014,4.1393661968140114e-4
onon,2012,1.7582558002010695,150.59806696292003,49.52,60.47,2.56,0.11635439177789354,1.3840100399417723,4.49122521207968,0.09978431272628674,2.276766271606439e-4
onon,2013,1.7582558002010695,150.59806696292003,65.98,98.28,5.06,0.10051442696757339,18.841816795156102,35.76281329818373,1.3722224158038712,6.168553521925032e-4
onon,2014,1.7582558002010695,150.59806696292003,35.91,44.34,1.29,0.18207888761551036,0.7260806862563262,2.9772397689756174,0.014375167039033514,4.095398551276543e-4
onon,2015,1.7582558002010695,150.59806696292003,43.17,54.41,2.92,0.07690532784081007,0.557880872711561,1.7784525384837104,0.047077301470864655,5.128693942820683e-5
onon,2016,1.7582558002010695,150.59806696292003,51.54,65.05,3.27,0.0959712027297961,2.5467538046275546,7.322838486070843,0.2058824243688244,1.7262383755626125e-4
onon,2017,1.7582558002010695,150.59806696292003,54.94,66.66,3.92,0.09506497125095352,0.8651243586342097,2.4939599445016696,0.15184814112854983,6.687175233446447e-5
onon,2018,1.7582558002010695,150.59806696292003,67.92,83.38,5.94,0.12657648741541486,3.273694306146668,8.127280970798836,1.1610827324374027,2.317161562550974e-4
onon,2019,1.7582558002010695,150.59806696292003,85.73,128.91,9.31,0.11325012084650703,127.46028469811836,182.45645313800225,24.2891416348143,0.005693749033077074
onon,2022,1.7582558002010695,150.59806696292003,45.07,62.25,1.74,0.15702586761293297,2.9861190352923024,9.672734644897153,0.03407379174706113,3.1964619192767697e-4
onon,2012,1.9026131936306727,126.4510162810362,49.23,59.88,1.38,0.2559435888879345,1.4169378442643428,4.43269685767885,0.045258876434800206,0.0010691738718068367
onon,2013,1.9026131936306727,126.4510162810362,65.41,96.79,2.85,0.21835222676205993,18.90634369690572,34.79480556902638,0.5343712122732591,0.0021584014795742144
onon,2014,1.9026131936306727,126.4510162810362,35.32,43.14,0.53,0.43087386370514613,0.6588652095307963,2.562871540793284,0.006599202548349008,0.0021169537135466493
onon,2015,1.9026131936306727,126.4510162810362,42.9,53.86,1.67,0.17322984159245394,0.5732589451979044,1.7690084034938909,0.022103029862598475,2.5216132964745396e-4
onon,2016,1.9026131936306727,126.4510162810362,51.15,64.21,1.84,0.20967799725456576,2.6435041610129875,7.369390495317912,0.0912666332012058,7.858791836807396e-4
onon,2017,1.9026131936306727,126.4510162810362,54.82,66.31,2.3,0.20157534327581172,0.8955227376846111,2.4942724332135224,0.06930143617661193,2.8338887708818483e-4
onon,2018,1.9026131936306727,126.4510162810362,67.89,83.03,3.56,0.2551817129287387,3.2616261106021724,7.823595445495033,0.49736413572296057,7.555168956122283e-4
onon,2019,1.9026131936306727,126.4510162810362,83.54,124.89,4.96,0.24285126480056513,102.07175804151007,145.76096641905622,6.436780964595782,0.014069628892380354
onon,2022,1.9026131936306727,126.4510162810362,42.78,57.53,0.71,0.3868161500411889,2.0538379898872363,6.881826073695583,0.010184703954320272,0.0015357113981108637
onon,2012,1.7386404621018892,163.1481094078408,49.63,60.67,3.12,0.08341059593807107,1.376429110312754,4.50941264547199,0.13373359410118846,1.1863688269168145e-4
onon,2013,1.7386404621018892,163.1481094078408,66.19,98.7,6.14,0.07209312802520904,18.746768144575775,35.82610887483916,1.9251675176461887,3.4554398197159293e-4
onon,2014,1.7386404621018892,163.1481094078408,36.13,44.8,1.65,0.12834219390085452,0.7598110440884335,3.159185617340858,0.01927768088168939,2.117563427387148e-4
onon,2015,1.7386404621018892,163.1481094078408,43.27,54.61,3.5,0.05482164246145776,0.5541790973812367,1.781882948917685,0.0622722523645516,2.642845628744532e-5
onon,2016,1.7386404621018892,163.1481094078408,51.67,65.32,3.96,0.06891928648234237,2.5211936100473613,7.30362001695404,0.2777926735788612,9.077340152672049e-5
onon,2017,1.7386404621018892,163.1481094078408,54.99,66.77,4.69,0.06881515822501852,0.8560478077024386,2.490767431868385,0.20281048745655986,3.571793857532744e-5
onon,2018,1.7386404621018892,163.1481094078408,67.93,83.46,7.09,0.09275207780505992,3.264155533314439,8.179235416613684,1.578981316353053,1.3182709936898054e-4
onon,2019,1.7386404621018892,163.1481094078408,86.36,129.95,11.49,0.08137228669581636,134.34629874181172,192.0571843810033,37.937336313916674,0.0034695419984797373
onon,2022,1.7386404621018892,163.1481094078408,45.94,63.98,2.25,0.10880263367810297,3.233713550735754,10.266055196844974,0.052027204002694664,1.6442694795329384e-4
onon,2012,1.7053063258220431,165.94965185008553,49.65,60.71,3.32,0.07501568589603501,1.3743027622208015,4.5181314663939105,0.1468830011135651,9.634934729961349e-5
onon,2013,1.7053063258220431,165.94965185008553,66.23,98.83,6.52,0.06483390827641697,18.81750300034885,36.052624774185034,2.144089628728554,2.872197218428248e-4
onon,2014,1.7053063258220431,165.94965185008553,36.17,44.9,1.77,0.11468353908654666,0.7659629883851555,3.1989495352692408,0.021180952491136024,1.7049363505008275e-4
onon,2015,1.7053063258220431,165.94965185008553,43.28,54.64,3.71,0.04916237422321432,0.5529536135968588,1.7833776785047475,0.06821495824852564,2.1328120742096727e-5
onon,2016,1.7053063258220431,165.94965185008553,51.7,65.38,4.2,0.06198764499495968,2.516580021698188,7.312915909899067,0.30585598296911953,7.389177442980226e-5
onon,2017,1.7053063258220431,165.94965185008553,55,66.8,4.96,0.06203881916708511,0.8541017477943665,2.4925949251926003,0.22264595081579938,2.921709403273298e-5
onon,2018,1.7053063258220431,165.94965185008553,67.93,83.49,7.49,0.08400985298657652,3.268029023991107,8.214934814394635,1.7400808943480983,1.101934369363237e-4
onon,2019,1.7053063258220431,165.94965185008553,86.5,130.27,12.21,0.07326560007861307,136.64286024396483,195.45247944863482,43.060350013580916,0.0029412742454721225
onon,2022,1.7053063258220431,165.94965185008553,46.1,64.33,2.43,0.09710680006090174,3.267565254123897,10.359939324785573,0.05853557407108486,1.3270590820927387e-4
onon,2012,1.713685342139969,173.86832967542162,49.7,60.81,3.64,0.0642620818783957,1.3719103934673353,4.525270446616167,0.16926584340189163,7.119949527926356e-5
onon,2013,1.713685342139969,173.86832967542162,66.34,99,7.13,0.05552407349047231,18.72533726844416,35.95251577923494,2.5197999189453313,2.1811461790796692e-4
onon,2014,1.713685342139969,173.86832967542162,36.29,45.13,1.97,0.09765133731793516,0.7854215518768296,3.296279775996335,0.02449328640482682,1.261256354423317e-4
onon,2015,1.713685342139969,173.86832967542162,43.34,54.74,4.04,0.04204827642521029,0.5518973928350241,1.7857764492595996,0.07808908595566272,1.5716303186435806e-5
onon,2016,1.713685342139969,173.86832967542162,51.77,65.5,4.58,0.053143092755099375,2.5056777297923323,7.2980401354120445,0.3534316133042798,5.481224474723802e-5
onon,2017,1.713685342139969,173.86832967542162,55.03,66.85,5.4,0.053368202602577526,0.8498573060333288,2.4888380318398795,0.2558948751506323,2.180000901886986e-5
onon,2018,1.713685342139969,173.86832967542162,67.93,83.52,8.14,0.07258165546282824,3.259341135273081,8.223063362780291,2.0163291811611335,8.411121654863252e-5
onon,2019,1.713685342139969,173.86832967542162,86.76,130.64,13.46,0.06279950884504217,138.25154970452738,197.7159087206601,52.48372824263411,0.002293848148899309
onon,2022,1.713685342139969,173.86832967542162,46.53,65.15,2.72,0.08201820790059398,3.356685272703767,10.52353569218982,0.07140870285604246,9.74411648195029e-5
onon,2012,1.6668110379599437,143.45725943389118,49.43,60.34,2.43,0.12726930853344706,1.3854494305106968,4.497481525701973,0.09324519304857137,2.711322249799231e-4
onon,2013,1.6668110379599437,143.45725943389118,65.79,98.2,4.79,0.11012872543111679,19.25708098084033,36.6094928838196,1.258868806012687,7.298524717802858e-4
onon,2014,1.6668110379599437,143.45725943389118,35.75,44.04,1.22,0.19897256613397357,0.7030192342033373,2.8761004985980834,0.013434000852675697,4.778845519794371e-4
onon,2015,1.6668110379599437,143.45725943389118,43.07,54.28,2.8,0.08385818540580067,0.5588786131577086,1.7831503997490006,0.044426294181528186,6.0589080440099235e-5
onon,2016,1.6668110379599437,143.45725943389118,51.41,64.87,3.12,0.10494715380303218,2.560735913312099,7.380380297797274,0.19161526082473665,2.0588413473051197e-4
onon,2017,1.6668110379599437,143.45725943389118,54.88,66.59,3.75,0.10372888989612995,0.8711921498488973,2.5108739373282787,0.14231411154489457,7.955783607671361e-5
onon,2018,1.6668110379599437,143.45725943389118,67.91,83.39,5.66,0.13811334058725597,3.3047849235154265,8.195494219134165,1.0786950571010143,2.7419696053675467e-4
onon,2019,1.6668110379599437,143.45725943389118,85.39,128.76,8.69,0.12417933037593995,127.35286024008448,182.95408625376757,20.985645059523698,0.006513035191357588
onon,2022,1.6668110379599437,143.45725943389118,44.48,61.17,1.6,0.1746937782966251,2.772936462282145,9.19704272810555,0.02907245662578552,3.7641226621541984e-4
onon,2012,1.6029542346586527,167.73523699305937,49.64,60.73,3.67,0.06559545760127432,1.369943524434837,4.532718259275653,0.1717061088455912,7.40269964661158e-5
onon,2013,1.6029542346586527,167.73523699305937,66.23,99.06,7.15,0.056771732165015104,19.07528313703285,36.752626194303055,2.5473615062343216,2.3024558524213128e-4
onon,2014,1.6029542346586527,167.73523699305937,36.18,44.94,2,0.09903734945671992,0.7661642490318077,3.223433682834174,0.02477999598205141,1.274609419222103e-4
onon,2015,1.6029542346586527,167.73523699305937,43.27,54.66,4.09,0.04273945323525637,0.5513467302313226,1.7895828524975015,0.07965538670070557,1.618197088480659e-5
onon,2016,1.6029542346586527,167.73523699305937,51.69,65.42,4.62,0.05425156429457749,2.5106044509667855,7.344595767885952,0.35811940522683916,5.71877838321652e-5
onon,2017,1.6029542346586527,167.73523699305937,54.99,66.82,5.44,0.05449592091350839,0.8527888086952766,2.503728860481324,0.2603321642938486,2.2807522203209572e-5
onon,2018,1.6029542346586527,167.73523699305937,67.92,83.55,8.18,0.07439682353091302,3.2875160202367812,8.307969525072032,2.046100185695286,8.934380901444538e-5
onon,2019,1.6029542346586527,167.73523699305937,86.72,130.92,13.44,0.06428876371833271,141.83315313341677,203.27010515908103,52.743852783099904,0.00243856253057152
onon,2022,1.6029542346586527,167.73523699305937,46.17,64.57,2.72,0.08424752042930655,3.2740600571756358,10.445119232150244,0.06958257473048057,1.0095591635357631e-4
onon,2012,1.4727152131572734,147.87941219876083,49.43,60.43,3.09,0.09318286662510171,1.3748202366649844,4.536071447786572,0.1321683834502264,1.4705072468822278e-4
onon,2013,1.4727152131572734,147.87941219876083,65.79,98.72,5.96,0.08098704406883855,19.765698640803265,38.11975014985839,1.8572186347018784,4.4137001640552165e-4
onon,2014,1.4727152131572734,147.87941219876083,35.81,44.22,1.64,0.14122981452320008,0.7090256413123385,2.9569914717807393,0.019021070814372265,2.435979421943996e-4
onon,2015,1.4727152131572734,147.87941219876083,43.07,54.36,3.51,0.06051140563352317,0.554109303183123,1.7951359320890674,0.06268275826137204,3.183977084635292e-5
onon,2016,1.4727152131572734,147.87941219876083,51.42,65.02,3.91,0.07700656375181779,2.541429761885554,7.445014227249704,0.2729597707709809,1.1351303003551179e-4
onon,2017,1.4727152131572734,147.87941219876083,54.87,66.66,4.65,0.07686870276018316,0.8660543632693162,2.533215764021976,0.20159290528805418,4.4932164868197046e-5
onon,2018,1.4727152131572734,147.87941219876083,67.9,83.54,6.96,0.10448212120729856,3.3489706750583337,8.415462146774859,1.5561394810827496,1.711282120131932e-4
onon,2019,1.4727152131572734,147.87941219876083,85.88,130.26,10.87,0.09179618655829429,139.33183200117284,201.1607109973622,33.70651299736139,0.004326207736254497
onon,2022,1.4727152131572734,147.87941219876083,44.8,62.02,2.13,0.12462591363899604,2.882036932508777,9.657258815813677,0.0441300204663401,1.9932841062491937e-4
onon,2012,2.0228747769933872,132.84148540000598,49.37,60.06,1.47,0.23439542095569496,1.4128475183718274,4.420818196202466,0.048565922205895645,8.988255350371455e-4
onon,2013,2.0228747769933872,132.84148540000598,65.68,96.94,3.06,0.19977314488894882,18.32009024547997,33.6833211462301,0.5901007836322154,0.0018431986096230143
onon,2014,2.0228747769933872,132.84148540000598,35.53,43.51,0.59,0.3942053398069116,0.682466956521861,2.670128399442441,0.007048543939481097,0.0018134109689763945
onon,2015,2.0228747769933872,132.84148540000598,43.03,54.05,1.76,0.15934906874657553,0.5711504294717847,1.7610802213157273,0.023428429566265684,2.1457421204288996e-4
onon,2016,2.0228747769933872,132.84148540000598,51.33,64.47,1.96,0.19215432379594247,2.617632871154276,7.277859404837878,0.09846211015126449,6.587700269591885e-4
onon,2017,2.0228747769933872,132.84148540000598,54.9,66.41,2.43,0.18551678644926486,0.8862857681495218,2.4708625421802193,0.0741168804130024,2.3970943154044414e-4
onon,2018,2.0228747769933872,132.84148540000598,67.92,83.05,3.76,0.23521732167491397,3.2239664055387482,7.749298944786839,0.5393120941941741,6.496179282707704e-4
onon,2019,2.0228747769933872,132.84148540000598,84.17,125.36,5.47,0.22204669726992893,104.03448645375165,147.74691037955262,7.9588210914658575,0.012964346944327621
onon,2022,2.0228747769933872,132.84148540000598,43.49,58.81,0.81,0.34580264350660345,2.35447448733914,7.695110200289444,0.012337152161485159,0.0013192526020301665
onon,2012,1.6505241811996205,122.34146424189976,49.09,59.76,1.54,0.23102214097265167,1.410418866016286,4.477533054726848,0.05196320819704554,8.75544569554805e-4
onon,2013,1.6505241811996205,122.34146424189976,65.06,97.07,3.08,0.19903077278376907,19.99953155155407,37.39947505051794,0.6135496602789487,0.001938080160743985
onon,2014,1.6505241811996205,122.34146424189976,35.15,42.89,0.65,0.37701004826071444,0.6387092029146251,2.5087652314895035,0.0075931206555970325,0.0015944410510683891
onon,2015,1.6505241811996205,122.34146424189976,42.75,53.74,1.88,0.1535238299358717,0.5707424271601708,1.787691278988245,0.025692861122371298,1.9798191035358683e-4
onon,2016,1.6505241811996205,122.34146424189976,50.96,64.07,2.04,0.18948730895336932,2.64986212372146,7.521675033028663,0.1047601353657279,6.527295051958837e-4
onon,2017,1.6505241811996205,122.34146424189976,54.71,66.28,2.53,0.18311026311000927,0.9011860235863803,2.54120020866697,0.08003074536043633,2.3964060028186946e-4
onon,2018,1.6505241811996205,122.34146424189976,67.87,83.18,3.85,0.23603662220237287,3.3503247716216067,8.114886698378537,0.5760683931970024,6.92913968197298e-4
onon,2019,1.6505241811996205,122.34146424189976,83.01,125.41,5.17,0.22313368980802936,106.08257037551863,153.77268565646273,6.775050990217307,0.012490940469295077
onon,2022,1.6505241811996205,122.34146424189976,42.32,56.89,0.82,0.3480195752299962,1.8833467472634289,6.549231467052687,0.010983144083257387,0.0011911106025425042
onon,2012,1.513262651670346,161.63535186614104,49.57,60.66,3.64,0.06846182002965474,1.3697370613882947,4.5428101415234,0.17008451693722035,8.040782671985199e-5
onon,2013,1.513262651670346,161.63535186614104,66.09,99.05,7.05,0.059398497768031605,19.380473662791637,37.47001264576078,2.4951442111940536,2.522580611810403e-4
onon,2014,1.513262651670346,161.63535186614104,36.07,44.74,1.99,0.1028372062584782,0.7481904435004387,3.1520555808681916,0.024499848400182152,1.349640280265914e-4
onon,2015,1.513262651670346,161.63535186614104,43.21,54.58,4.08,0.04444197157908104,0.5513970840146933,1.7941305191193964,0.07938870009800252,1.7423556237859716e-5
onon,2016,1.513262651670346,161.63535186614104,51.6,65.32,4.58,0.0566229500697944,2.5169108983811666,7.38920039760466,0.3540176751119703,6.227636310038819e-5
onon,2017,1.513262651670346,161.63535186614104,54.95,66.78,5.41,0.0568724985582998,0.8560013505732545,2.517300888543144,0.2583351858374926,2.4890176285818476e-5
onon,2018,1.513262651670346,161.63535186614104,67.91,83.58,8.11,0.07783206913710587,3.314163037948808,8.381384192912655,2.0253445983828087,9.840569879938694e-5
onon,2019,1.513262651670346,161.63535186614104,86.59,131.05,13.18,0.06729502776442453,144.21990190306116,207.2417303165281,50.92502730164793,0.0026676022761332684
onon,2022,1.513262651670346,161.63535186614104,45.79,63.92,2.66,0.0886377344800881,3.1773229828099345,10.31627474453545,0.06573532358457101,1.0922230395159997e-4
onon,2012,1.4594148594988559,180.31265480927487,49.7,60.89,4.74,0.04210220061793558,1.3628808296189368,4.566621464712325,0.2604715504490744,3.098700165634488e-5
onon,2013,1.4594148594988559,180.31265480927487,66.37,99.56,9.17,0.036460198184275365,19.305046516933736,37.56465023675443,4.032541907813008,1.0462482849939934e-4
onon,2014,1.4594148594988559,180.31265480927487,36.34,45.3,2.68,0.06216659899558508,0.7921208811729776,3.387389993225505,0.03776780010860261,5.186368910906957e-5
onon,2015,1.4594148594988559,180.31265480927487,43.33,54.81,5.23,0.02716828306354135,0.5478864607447126,1.799759643872917,0.11964835489421786,6.63414848807833e-6
onon,2016,1.4594148594988559,180.31265480927487,51.77,65.63,5.93,0.034873745183449094,2.4940208447370305,7.380399975633624,0.5469511031949769,2.4240335178762138e-5
onon,2017,1.4594148594988559,180.31265480927487,55.01,66.91,6.92,0.03532349864706352,0.8461000449724424,2.5129922924982386,0.3937178168143096,9.824101197148896e-6
onon,2018,1.4594148594988559,180.31265480927487,67.92,83.66,10.37,0.048968344645306666,3.2995183388027716,8.430818935881613,3.1470190700586254,4.13908807267444e-5
onon,2019,1.4594148594988559,180.31265480927487,87.22,132.09,17.37,0.04137705020937694,150.43202978641995,215.9832641942248,89.92099281191655,0.0011847642300367787
onon,2022,1.4594148594988559,180.31265480927487,46.77,65.87,3.67,0.05263909662126296,3.3721436518793833,10.701279903493724,0.1150125883285513,4.137263700672787e-5
onon,2012,1.7241256745625635,132.74550821270947,49.29,60.07,1.87,0.18535341426308066,1.3996833049735997,4.475269409193328,0.06586429835749426,5.671724461421694e-4
onon,2013,1.7241256745625635,132.74550821270947,65.52,97.58,3.74,0.15974152085878315,19.356214293611057,36.357486812474264,0.8319437768353782,0.0013599937974485016
onon,2014,1.7241256745625635,132.74550821270947,35.47,43.47,0.85,0.2983016786926018,0.6703702757782635,2.6785753830767636,0.009557135874770884,0.0010298825212213373
onon,2015,1.7241256745625635,132.74550821270947,42.94,54.03,2.21,0.12317881837932126,0.5653110431647262,1.7798981748040552,0.03184562098880772,1.288010010215987e-4
onon,2016,1.7241256745625635,132.74550821270947,51.23,64.51,2.44,0.15236272094462272,2.604620342835567,7.415215237409289,0.13404277117114644,4.251079076494353e-4
onon,2017,1.7241256745625635,132.74550821270947,54.82,66.44,2.98,0.1487873457518105,0.8846881123237673,2.51417845839688,0.10068114287771743,1.59794375896371e-4
onon,2018,1.7241256745625635,132.74550821270947,67.9,83.25,4.54,0.1940831214904775,3.306955911119829,8.084531917293074,0.7439904770442851,4.958484472001685e-4
onon,2019,1.7241256745625635,132.74550821270947,84.38,127.02,6.6,0.17931429245023228,115.81632789783788,166.49649255757723,11.656086622223976,0.010462040852220278
onon,2022,1.7241256745625635,132.74550821270947,43.38,58.91,1.1,0.2675980808037128,2.324915228097291,7.866061082821153,0.016893714945111726,7.888934735181066e-4
onon,2012,1.8730948070484168,145.60559906627913,49.5,60.37,2.15,0.14596473709675628,1.39207952316163,4.465663745918076,0.0784417428393646,3.5501819427903114e-4
onon,2013,1.8730948070484168,145.60559906627913,65.92,97.86,4.32,0.12562161822502005,18.567598052396026,34.88372903183644,1.0429142660218764,8.849866717120561e-4
onon,2014,1.8730948070484168,145.60559906627913,35.83,44.14,1.03,0.23373561639248622,0.7164753991311482,2.8975533407338965,0.011309196123943557,6.659325179192522e-4
onon,2015,1.8730948070484168,145.60559906627913,43.14,54.32,2.48,0.09742927300307741,0.5615009425229351,1.7708091448404715,0.03720803408817023,8.167076638352212e-5
onon,2016,1.8730948070484168,145.60559906627913,51.5,64.91,2.79,0.12019869840926203,2.5640785332602967,7.291482629896098,0.1611300270765585,2.661486339277989e-4
onon,2017,1.8730948070484168,145.60559906627913,54.94,66.59,3.36,0.11819191574169727,0.8701537588448834,2.4822476090679415,0.11946026839760536,1.0131817867620702e-4
onon,2018,1.8730948070484168,145.60559906627913,67.93,83.28,5.13,0.15499721891712068,3.250782823109317,7.9904173711805235,0.9011383062902286,3.2599891450228806e-4
onon,2019,1.8730948070484168,145.60559906627913,85.31,127.82,7.9,0.140992872839184,119.83749794291118,170.98622369047357,17.23140659189399,0.0076076470296543575
onon,2022,1.8730948070484168,145.60559906627913,44.7,61.39,1.4,0.20150616030494878,2.8593093607107276,9.24639867967914,0.024987862160174876,5.067964866398162e-4
onon,2012,1.5720434881617558,126.21130893142453,49.13,59.88,1.83,0.19541461254429102,1.4014619699189579,4.498195283557364,0.06480176531357192,6.295888272692472e-4
onon,2013,1.5720434881617558,126.21130893142453,65.17,97.52,3.62,0.16912721695685057,20.179581400728367,38.12220871236138,0.797302730202612,0.0015331183669371152
onon,2014,1.5720434881617558,126.21130893142453,35.23,43.07,0.84,0.3118362292422633,0.6443065948422312,2.565631984185552,0.009441557357133284,0.0010965438951189934
onon,2015,1.5720434881617558,126.21130893142453,42.79,53.84,2.2,0.12879323584025956,0.5662084024284385,1.7913319098929223,0.0317298314068335,1.4014382704017657e-4
onon,2016,1.5720434881617558,126.21130893142453,51.03,64.26,2.39,0.16058952503173068,2.6268819926219553,7.533447624283509,0.131230720282056,4.7476412436075793e-4
onon,2017,1.5720434881617558,126.21130893142453,54.73,66.36,2.94,0.15657621724547457,0.8943116902788092,2.5486933630048405,0.09949967193341269,1.7835346198184792e-4
onon,2018,1.5720434881617558,126.21130893142453,67.87,83.3,4.44,0.20519231236218968,3.3701950805214747,8.247644082935906,0.7285128761341223,5.613770508456562e-4
onon,2019,1.5720434881617558,126.21130893142453,83.64,126.73,6.17,0.19044716819690977,114.6464295704448,166.49650946978386,9.835478686540016,0.011009449046062138
onon,2022,1.5720434881617558,126.21130893142453,42.62,57.58,1.04,0.2875855792394512,2.014289865008086,7.040733390070979,0.014668053484504279,8.435024967990009e-4
onon,2012,1.5854994337352355,145.10172336228956,49.43,60.37,2.68,0.1138998318310366,1.3811787318512774,4.513762790047372,0.10706971560915982,2.181660448946731e-4
onon,2013,1.5854994337352355,145.10172336228956,65.78,98.41,5.23,0.09876049574589804,19.473689846778555,37.25045483497135,1.4679549421609184,6.14783301154707e-4
onon,2014,1.5854994337352355,145.10172336228956,35.76,44.1,1.37,0.1757212083016302,0.7041428012810382,2.902251102673235,0.015431478335895544,3.735244200215205e-4
onon,2015,1.5854994337352355,145.10172336228956,43.07,54.31,3.07,0.07459180283563088,0.556975606655707,1.7885172226653565,0.05091446430958354,4.811239985749161e-5
onon,2016,1.5854994337352355,145.10172336228956,51.41,64.93,3.41,0.0939874132099019,2.5536947399535217,7.4103510868579265,0.22050749262106514,1.6673137192196896e-4
onon,2017,1.5854994337352355,145.10172336228956,54.87,66.62,4.08,0.09328984685697,0.8692116318417388,2.520626104430282,0.16331920788983134,6.511111057306768e-5
onon,2018,1.5854994337352355,145.10172336228956,67.9,83.45,6.15,0.12527243876981556,3.322796088183805,8.284499995069329,1.2469906472280552,2.338749045164489e-4
onon,2019,1.5854994337352355,145.10172336228956,85.57,129.36,9.49,0.11159662788042171,132.13692455309084,190.25759224289806,25.291411664109045,0.005697491693614717
onon,2022,1.5854994337352355,145.10172336228956,44.58,61.46,1.8,0.15475429662232756,2.810640529329622,9.37103600242852,0.03424914040540394,2.996036383959158e-4
onon,2012,1.7271939828208729,139.84582382354054,49.4,60.25,2.17,0.14938046736795574,1.3912933294576175,4.482961244809669,0.07941655592021837,3.712790758368182e-4
onon,2013,1.7271939828208729,139.84582382354054,65.71,97.9,4.3,0.1289935625846728,19.120125277122106,36.11993793565149,1.0428350773084938,9.454845274884389e-4
onon,2014,1.7271939828208729,139.84582382354054,35.67,43.87,1.04,0.23700759712351388,0.6938466857722492,2.8105104480802674,0.011460375030267244,6.697324514041476e-4
