river,year,MK,LInf,SL50,SL95,FM,SPR,SL50.Var,SL95.Var,FM.Var,SPR.Var
karibetsu,2017,0.9549674096634385,104.54473616936605,83.12,104.28,9.85,0.29729804020076667,15.28019433610677,23.395660785169362,12.127307118566785,0.005283621989686879
karibetsu,2018,0.9549674096634385,104.54473616936605,83.92,107.13,5.86,0.36285124244638667,42.13883042289911,70.09539244830675,10.073314836418799,0.014262922943884307
karibetsu,2023,0.9549674096634385,104.54473616936605,77.72,107.59,3.97,0.316805446830458,153.64631629806252,250.31473691766774,9.081524805002948,0.02870030010751322
karibetsu,2015,4.485796122992224,104.45787653055552,75.56,93.17,0.67,0.8661237772813576,7.131957066230304,10.141850127280456,0.09551776470661437,0.001547799093123089
karibetsu,2016,4.485796122992224,104.45787653055552,85.2,102.94,0.61,0.9350606769911365,22.097176142906125,29.640597469070286,0.3140434392855757,0.0018265174686375727
karibetsu,2017,4.485796122992224,104.45787653055552,79.45,94.44,1,0.8775635072882447,4.738876814164132,6.9385728737635946,0.1359509308828356,8.079696694833268e-4
karibetsu,2018,4.485796122992224,104.45787653055552,82.73,99.09,0.58,0.9280964841768876,16.471345232357574,23.647592037739816,0.25587518323678765,0.0018342380535492759
karibetsu,2023,4.485796122992224,104.45787653055552,78.85,99.01,0.21,0.9517029993458735,69.87904973544174,91.6363490067509,0.28570680794645353,0.00872198944478012
karibetsu,2015,1.5265945290066052,106.27597247626215,76.14,99.35,3.96,0.3702283669302622,13.521042188801612,22.059175558038227,1.4114737538696833,0.004384642896681672
karibetsu,2016,1.5265945290066052,106.27597247626215,86.6,110.73,3.88,0.5129844529350827,47.72630263264493,71.34348525598205,5.378973849483699,0.01993824225557355
karibetsu,2017,1.5265945290066052,106.27597247626215,81.74,101.39,5.67,0.42273645904992696,11.055922336179083,17.15479201894723,3.3775989040415757,0.0049733598575752444
karibetsu,2018,1.5265945290066052,106.27597247626215,83.38,104.98,3.58,0.4997790476421462,34.14020013173933,55.60205282583625,3.8181948922615487,0.014208738150021806
karibetsu,2023,1.5265945290066052,106.27597247626215,77.94,105.56,2.38,0.46149778541702136,132.04647915090507,205.56458725274848,3.810222469246187,0.03667286263645133
karibetsu,2015,1.5729083238088468,108.88542635841908,76.18,99.38,4.17,0.3588083561939257,13.353125931392347,21.810548234008976,1.5269386674676102,0.004235903613081772
karibetsu,2016,1.5729083238088468,108.88542635841908,86.81,111.01,4.2,0.49786063901305444,49.78560577634348,74.28367527402419,6.400785296874836,0.02088414847868135
karibetsu,2017,1.5729083238088468,108.88542635841908,81.73,101.39,5.94,0.41079470763068265,10.967712989962495,17.05752937396403,3.635508613089047,0.004834202448329315
karibetsu,2018,1.5729083238088468,108.88542635841908,83.47,105.1,3.83,0.485353774031435,34.508471767322924,56.26470771207916,4.299477284112775,0.014287713765122733
karibetsu,2023,1.5729083238088468,108.88542635841908,78.44,106.18,2.62,0.4451205600023948,133.74240707001482,207.0510911779342,4.553064021764637,0.03728273967876361
karibetsu,2015,1.2944142478410672,108.24983144121096,76.4,100.35,5.19,0.30284409570757204,14.689881656854507,24.253312050349948,2.3622442459993525,0.0039061222706441787
karibetsu,2016,1.2944142478410672,108.24983144121096,87.17,112.24,5.22,0.4356095125667674,54.77035399348843,82.34441620112766,9.840726950710561,0.02167459712266822
karibetsu,2017,1.2944142478410672,108.24983144121096,82.28,102.58,7.51,0.35406425361058796,12.596561752258971,19.514601722108452,6.224077822431896,0.005026767817989346
karibetsu,2018,1.2944142478410672,108.24983144121096,83.71,106.05,4.75,0.42400878775460255,38.13226929725949,62.76848066841032,6.582017737762441,0.014697573250714685
karibetsu,2023,1.2944142478410672,108.24983144121096,78.43,107.18,3.28,0.3799180474840479,144.5905627368352,228.01302720134635,6.734548004077243,0.035189961253935906
karibetsu,2015,0.8146463099780366,104.35555918954093,76.92,102.41,7.9,0.21365077932471313,18.00527440012316,30.18022670844652,5.685638540764285,0.003061943993655782
karibetsu,2016,0.8146463099780366,104.35555918954093,87.53,114.2,7.54,0.3310110460732668,58.2484789487384,89.30393828731653,18.848190457915482,0.018093456035078503
karibetsu,2017,0.8146463099780366,104.35555918954093,83.64,105.26,11.99,0.26078347427510257,16.94831363250364,25.77106964573852,19.202164164286398,0.005132119231009029
karibetsu,2018,0.8146463099780366,104.35555918954093,84.13,107.84,6.98,0.32122212056324057,44.871018575518136,75.01552470262426,14.324768839767618,0.013498191878984302
karibetsu,2023,0.8146463099780366,104.35555918954093,77.77,108.33,4.76,0.27479217938998696,160.2636935115792,264.08856406917266,12.591079116405126,0.025064204011666046
karibetsu,2015,1.5018562035502432,114.9651388384624,76.49,100.12,5.34,0.2863768973669012,13.532616153407657,22.33045305404635,2.334881812192608,0.0032860111469892365
karibetsu,2016,1.5018562035502432,114.9651388384624,87.76,112.66,5.79,0.40613951520462677,54.793828354820846,82.06325944849046,11.861652243785093,0.01999862270653831
karibetsu,2017,1.5018562035502432,114.9651388384624,82.05,102.11,7.58,0.3336988459248123,11.499400964285455,17.94663524319987,5.805799439583816,0.004053181085898478
karibetsu,2018,1.5018562035502432,114.9651388384624,83.96,106.1,5.1,0.39625804047703517,36.353105385963495,59.98509636841477,7.078315534155382,0.012692655138456146
karibetsu,2023,1.5018562035502432,114.9651388384624,80.95,110.01,4.05,0.3509539421165328,137.07971818465387,208.75208466413733,9.553332434285682,0.032937658390213946
karibetsu,2015,1.660073555259086,109.3921651115169,76.14,99.13,3.96,0.373172269047373,12.999741247812452,21.166322346282346,1.3789147615161728,0.004280439935391205
karibetsu,2016,1.660073555259086,109.3921651115169,86.74,110.71,4,0.512978469400365,48.65825329040538,72.43188243036386,5.832229407955103,0.02057235904848064
karibetsu,2017,1.660073555259086,109.3921651115169,81.6,101.09,5.63,0.42503862729931813,10.5656713087101,16.441637804519445,3.2003325566328655,0.004739587127085157
karibetsu,2018,1.660073555259086,109.3921651115169,83.42,104.87,3.65,0.5003211481986705,33.629579875819076,54.67988230428689,3.9096196803206893,0.014079390863201233
karibetsu,2023,1.660073555259086,109.3921651115169,78.51,106,2.5,0.46116452770335575,130.8339939275362,201.3548357721877,4.197963371914323,0.03752501185000065
karibetsu,2015,2.1983452392734217,109.52637960480357,75.87,97.62,2.76,0.48031947837359074,11.188281387260188,17.794181033321244,0.7047679857820522,0.004396026200408321
karibetsu,2016,2.1983452392734217,109.52637960480357,86.2,108.71,2.77,0.6225167401643364,40.57405727486927,59.42824295271261,2.8734046786352128,0.01649494209678892
karibetsu,2017,2.1983452392734217,109.52637960480357,80.89,99.32,3.87,0.5296122259674612,8.554201847810882,13.286028443890707,1.4193061869853125,0.004061922054319245
karibetsu,2018,2.1983452392734217,109.52637960480357,83.12,103.39,2.55,0.6089882774938712,28.43807129369733,45.28311475453387,2.000244377943708,0.011849213019670584
karibetsu,2023,2.1983452392734217,109.52637960480357,78.46,104.25,1.68,0.5813706970481742,113.56452901234921,169.21704462280076,2.2050213354052577,0.03528010418174246
karibetsu,2015,2.786441726601835,106.98750653555754,75.63,96.05,1.79,0.6158525004823959,9.67551213207194,14.911243297807527,0.34343643760444986,0.003899554967856609
karibetsu,2016,2.786441726601835,106.98750653555754,85.66,106.59,1.74,0.7484427698003564,32.82557090790266,46.97853549049335,1.2731726598032083,0.010287768840002728
karibetsu,2017,2.786441726601835,106.98750653555754,80.28,97.58,2.52,0.6565748982536064,6.989663450168114,10.72643605942078,0.6111908597816041,0.00299538734822267
karibetsu,2018,2.786441726601835,106.98750653555754,82.85,101.85,1.64,0.735186136666492,23.748711498350897,36.728375061087704,0.9508166481542465,0.008117866562657094
karibetsu,2023,2.786441726601835,106.98750653555754,78.23,102.14,0.98,0.7273490788958747,97.43987160067196,139.9653804574065,1.0308254353765787,0.026764247348504876
karibetsu,2015,2.1153717947668915,109.55493309166576,75.9,97.84,2.91,0.46395849250022714,11.432078434322973,18.250172338742686,0.7747044657022779,0.004414151702254513
karibetsu,2016,2.1153717947668915,109.55493309166576,86.28,109,2.92,0.6064288715681763,41.68287516910755,61.21276959027921,3.1801109099034592,0.017209616219536747
karibetsu,2017,2.1153717947668915,109.55493309166576,80.98,99.56,4.08,0.5138958716472338,8.819909256633297,13.708819387332758,1.592435313136018,0.004186903010782489
karibetsu,2018,2.1153717947668915,109.55493309166576,83.16,103.6,2.69,0.5929571430957695,29.147809242499683,46.56735853200909,2.2012684509125418,0.012262694128742025
karibetsu,2023,2.1153717947668915,109.55493309166576,78.46,104.5,1.78,0.5634185877603991,115.85675511728053,173.49083733431826,2.413313308180204,0.03593591661071561
karibetsu,2015,2.2789839728696095,110.83173224774868,75.85,97.51,2.74,0.48317325154643354,10.984023332059882,17.449950494570935,0.6909503009300206,0.004336553065200574
karibetsu,2016,2.2789839728696095,110.83173224774868,86.23,108.65,2.78,0.6240515036478668,40.37662994565985,59.060828462371234,2.900847108082028,0.01643780312125303
karibetsu,2017,2.2789839728696095,110.83173224774868,80.84,99.2,3.84,0.5320473998610327,8.394415451810126,13.043272244759416,1.3830263738807518,0.003978658700372693
karibetsu,2018,2.2789839728696095,110.83173224774868,83.13,103.33,2.55,0.6107333238229881,28.129929673585966,44.7500325922342,1.9951825204202551,0.011721005522829463
karibetsu,2023,2.2789839728696095,110.83173224774868,78.64,104.35,1.7,0.5828524728523872,112.32178801577369,166.71227455590184,2.2492661849573,0.035191815079889104
karibetsu,2015,1.9903896236877754,111.00296020206284,75.99,98.27,3.31,0.4264383863539773,11.846985898174964,19.059395272946055,0.9701723373701182,0.004354520213592806
karibetsu,2016,1.9903896236877754,111.00296020206284,86.5,109.66,3.36,0.5674714306728322,44.468666237749616,65.62093112549334,4.174038188091241,0.018868988534433327
karibetsu,2017,1.9903896236877754,111.00296020206284,81.17,100.06,4.65,0.4772878175947213,9.306156257760179,14.494898315207246,2.0685081865347583,0.004356636353498756
karibetsu,2018,1.9903896236877754,111.00296020206284,83.27,104.07,3.07,0.5544610062015327,30.65256101822671,49.32241912874542,2.8031846925973922,0.013054925849902444
karibetsu,2023,1.9903896236877754,111.00296020206284,78.69,105.27,2.1,0.5200515744515364,121.04642332601922,182.62238185351208,3.1398127552618966,0.0373104756013508
karibetsu,2015,1.7304499141243987,111.7375827375118,76.27,99.22,4.09,0.3535735479709799,12.605100237849419,20.538103452949624,1.4147206134968855,0.003814778868704758
karibetsu,2016,1.7304499141243987,111.7375827375118,87.21,111.23,4.31,0.48455533243732263,47.936158249406994,71.37724743251063,6.472347036200532,0.019034189893020866
karibetsu,2017,1.7304499141243987,111.7375827375118,81.61,101.06,5.76,0.40315130878113714,10.272559337861749,16.019050651787857,3.239187798813167,0.004208159856201228
karibetsu,2018,1.7304499141243987,111.7375827375118,83.67,105.13,3.86,0.4730772393004858,32.886890385750974,53.66484472107931,4.136298518583471,0.012766804191842345
karibetsu,2023,1.7304499141243987,111.7375827375118,80.32,108.28,2.95,0.43072366007941754,123.86970438388875,186.909805514881,5.249883269323525,0.03450128557241625
karibetsu,2015,1.4454780855807061,108.40206112615397,76.27,99.79,4.56,0.3350247406342544,13.931870141017763,22.864737664478977,1.8254386105929867,0.004127904668059516
karibetsu,2016,1.4454780855807061,108.40206112615397,86.95,111.51,4.58,0.4720347405514906,51.78728474258577,77.54686506081057,7.587999240153478,0.021318027946577618
karibetsu,2017,1.4454780855807061,108.40206112615397,81.96,101.89,6.54,0.3869072914656319,11.635988800850123,18.06999924385171,4.528715024544571,0.004948424741003372
karibetsu,2018,1.4454780855807061,108.40206112615397,83.56,105.5,4.18,0.45982236149343575,36.00847249659397,58.95407597323782,5.101795854145188,0.014550347019316434
karibetsu,2023,1.4454780855807061,108.40206112615397,78.38,106.54,2.86,0.41783772985851547,138.25847561109012,215.90320267315622,5.293327773113253,0.036583324572725874
karibetsu,2015,2.371614475513038,109.73088367998923,75.8,97.2,2.5,0.5111583315265958,10.71272443818592,16.916220010810715,0.5916878101304459,0.0043140709558364704
karibetsu,2016,2.371614475513038,109.73088367998923,86.08,108.19,2.51,0.651870845162112,38.58789184367773,56.217999746759084,2.401302097570013,0.015120914042954512
karibetsu,2017,2.371614475513038,109.73088367998923,80.7,98.84,3.5,0.558905899646803,8.04213827100762,12.472456678497043,1.1443019036857196,0.0037888974367283747
karibetsu,2018,2.371614475513038,109.73088367998923,83.05,103,2.32,0.6383452565756526,27.15297940674616,42.95650035534709,1.6878692552116543,0.011026403397075918
karibetsu,2023,2.371614475513038,109.73088367998923,78.49,103.82,1.51,0.6144915130914399,109.00849945910909,160.8425894809649,1.8756219256316489,0.03370029832647517
karibetsu,2015,3.5930223857624575,114.34267317950652,75.74,95.36,1.62,0.6530185926195786,8.378527991446674,12.709210877127642,0.2749336345681272,0.00320761183572012
karibetsu,2016,3.5930223857624575,114.34267317950652,85.99,106.17,1.7,0.770188998540394,29.080822670418996,41.163555096698666,1.1432860894652477,0.00808249300829208
karibetsu,2017,3.5930223857624575,114.34267317950652,80.07,96.77,2.25,0.6889248974583326,6.012249219814527,9.18121003003644,0.4602538231389866,0.002306431626981146
karibetsu,2018,3.5930223857624575,114.34267317950652,83.05,101.41,1.55,0.7589839795651375,20.98258341890559,32.118992395046874,0.8149129027866845,0.006352566442508762
karibetsu,2023,3.5930223857624575,114.34267317950652,80.2,103.46,1.08,0.745362999188609,81.37132978248145,112.83791596427191,1.0734057549593221,0.020887139451485837
karibetsu,2015,2.9688008425477914,107.41040494400664,75.61,95.74,1.65,0.6416496619992884,9.32779210272253,14.27095667062424,0.3024799648238939,0.0036951400144453698
karibetsu,2016,2.9688008425477914,107.41040494400664,85.61,106.21,1.61,0.7697491545477968,31.586080200993464,44.945923931042046,1.1240965171666972,0.009199779780126415
karibetsu,2017,2.9688008425477914,107.41040494400664,80.17,97.23,2.33,0.6800310365314078,6.6759636538706415,10.214514361769464,0.5242550073457926,0.002737398579100874
karibetsu,2018,2.9688008425477914,107.41040494400664,82.83,101.56,1.51,0.7568836620938695,22.85359522845231,35.11461542482423,0.8414160728177836,0.007349718457908683
karibetsu,2023,2.9688008425477914,107.41040494400664,78.35,101.87,0.9,0.752150488816274,94.1553988040935,133.9482591137136,0.9259483283925762,0.024753193264806676
karibetsu,2015,1.3489252183576623,108.63516741410172,76.37,100.17,5,0.3122159779004734,14.409535833995527,23.74754083400844,2.186050429672971,0.0039666922339140764
karibetsu,2016,1.3489252183576623,108.63516741410172,87.12,112.02,5.04,0.44604832708427766,54.035530909648124,81.12406045498606,9.19763098774011,0.02169081039841268
karibetsu,2017,1.3489252183576623,108.63516741410172,82.16,102.34,7.21,0.3635950011417968,12.247188391069711,18.995720186679563,5.636005977441839,0.004983521650297179
karibetsu,2018,1.3489252183576623,108.63516741410172,83.66,105.87,4.58,0.43428931604768767,37.425825392730424,61.50753875602996,6.117580597789392,0.014654505979595592
karibetsu,2023,1.3489252183576623,108.63516741410172,78.46,107.03,3.17,0.39072839349120014,142.62536936758107,224.07321950354017,6.3327799659347646,0.035747680737364944
karibetsu,2015,2.5098402967272166,109.68701003450606,75.76,96.89,2.31,0.5370105233057623,10.375051502962382,16.281146977510097,0.515383479373229,0.004229874947901454
karibetsu,2016,2.5098402967272166,109.68701003450606,85.99,107.79,2.31,0.6759990688699961,37.049854124952184,53.727250544103484,2.0723521947183747,0.01395002254798617
karibetsu,2017,2.5098402967272166,109.68701003450606,80.59,98.5,3.23,0.5832328613465556,7.739264617283457,11.97509133358199,0.978344956280539,0.0035997786064781143
karibetsu,2018,2.5098402967272166,109.68701003450606,83.01,102.7,2.14,0.6625447521562886,26.167864173670957,41.16576005717812,1.46838997796823,0.01031290953076515
karibetsu,2023,2.5098402967272166,109.68701003450606,78.51,103.45,1.38,0.6420077447047996,105.44830075661639,154.35755277624244,1.637707138646778,0.032137569155700076
karibetsu,2015,2.9673935819277104,121.66887104256556,76.01,97.04,2.69,0.47424325577622883,9.501111824174899,14.976862655139348,0.6075739466536942,0.0034531279224119015
karibetsu,2016,2.9673935819277104,121.66887104256556,86.7,108.59,2.97,0.5983313115541452,35.39765616993501,51.6487153824253,2.8867494008701744,0.013059456535928996
karibetsu,2017,2.9673935819277104,121.66887104256556,80.63,98.5,3.69,0.5184904812674261,7.222794274875608,11.250638429140194,1.140072134423392,0.002999746067868948
karibetsu,2018,2.9673935819277104,121.66887104256556,83.4,103.14,2.65,0.5870825339687359,24.77886258792347,39.41994274893314,1.8828933800814536,0.00920949159371894
karibetsu,2023,2.9673935819277104,121.66887104256556,81.42,106.95,2.14,0.5535917568170751,91.28836656348696,130.65021491524269,2.777250604637894,0.028259214377880693
karibetsu,2015,1.9647448557826592,117.65449467301995,76.3,98.97,4.14,0.3423655308725412,11.808996634741625,19.21228292482055,1.3826185349674334,0.0033774601093653094
karibetsu,2016,1.9647448557826592,117.65449467301995,87.39,111.19,4.54,0.4647292048053352,46.599614097263654,69.30785684509242,6.948487787914407,0.017482220602585714
karibetsu,2017,1.9647448557826592,117.65449467301995,81.44,100.67,5.76,0.38929036577023035,9.566853434998391,14.984070492671261,3.0463025358579854,0.003617823074002627
karibetsu,2018,1.9647448557826592,117.65449467301995,83.75,105.01,4.01,0.4542226028432302,31.39107076671296,51.27596889413337,4.239097174859342,0.011419068688151521
karibetsu,2023,1.9647448557826592,117.65449467301995,81.46,109.33,3.28,0.41195170859635954,117.62588374936,174.67599355636986,6.178301366627862,0.03223035959782036
karibetsu,2015,1.2666098203024019,113.07971112801104,76.65,100.85,6.22,0.25092652721602843,14.629387156674667,24.30725811790212,3.204695048820271,0.003013448801613339
karibetsu,2016,1.2666098203024019,113.07971112801104,88.04,113.6,6.69,0.36525742297351227,58.98216058252953,88.70358079106293,16.051649404823944,0.019749553800782572
karibetsu,2017,1.2666098203024019,113.07971112801104,82.48,103.01,8.94,0.29683346733893157,12.83986089043167,19.944993181523294,8.634324550399219,0.0040670313449193965
karibetsu,2018,1.2666098203024019,113.07971112801104,84.14,106.82,5.89,0.3559934720323626,39.28069743847863,65.17241765762812,9.577469286422374,0.012505158378000735
karibetsu,2023,1.2666098203024019,113.07971112801104,80.89,110.73,4.66,0.31025588630528317,145.17351457684796,223.92998950873948,12.35156674465059,0.030152055016542893
karibetsu,2015,2.5680803802963856,109.6574264383943,75.74,96.76,2.23,0.5478184860314183,10.237797100120751,16.023601928832374,0.4868445189001964,0.004186004615056081
karibetsu,2016,2.5680803802963856,109.6574264383943,85.95,107.61,2.23,0.6859350024484168,36.41572706421665,52.70688358959636,1.9480076404582163,0.013449157427178535
karibetsu,2017,2.5680803802963856,109.6574264383943,80.54,98.35,3.13,0.5933423824355513,7.603303669356883,11.75322961754941,0.9147532714859203,0.0035097135009889225
karibetsu,2018,2.5680803802963856,109.6574264383943,82.99,102.57,2.07,0.6725323614056848,25.769240335842813,40.442971445989166,1.386089800377138,0.010006590970928517
karibetsu,2023,2.5680803802963856,109.6574264383943,78.51,103.3,1.33,0.6533822354095479,104.13318489427387,151.9333413358118,1.5507839218108381,0.03146909344590348
karibetsu,2015,3.652692318965842,109.8480764014749,75.58,94.78,1.31,0.7159076988800053,8.279152096620352,12.377619731049007,0.2107653459774539,0.0029720374231357646
karibetsu,2016,3.652692318965842,109.8480764014749,85.51,105.12,1.3,0.8270753878539026,28.02044100086865,39.14913294450932,0.8018571940040042,0.006252823120762266
karibetsu,2017,3.652692318965842,109.8480764014749,79.87,96.2,1.85,0.7465174857219221,5.7930837841762175,8.766927048036711,0.3399059026696884,0.001986167898456107
karibetsu,2018,3.652692318965842,109.8480764014749,82.81,100.71,1.21,0.8159521629900521,20.293816718711494,30.54930235695037,0.6019562481445137,0.005194230638790369
karibetsu,2023,3.652692318965842,109.8480764014749,78.78,101.14,0.7,0.8188719418311078,83.30118911537467,115.04015739582236,0.6892496666467649,0.018349973980065746
karibetsu,2015,4.725666024258771,110.79386118353771,75.61,93.45,0.85,0.8274063457810685,7.066180711626674,10.161758207743608,0.12041362263622177,0.0018213185862437805
karibetsu,2016,4.725666024258771,110.79386118353771,85.37,103.48,0.84,0.9066107210493635,23.19256342790179,31.415321639955188,0.4460688061114451,0.0027000304688201485
karibetsu,2017,4.725666024258771,110.79386118353771,79.54,94.77,1.24,0.8444157168736113,4.793819498750169,7.084396491457449,0.17598269113940576,0.0010309902826791896
karibetsu,2018,4.725666024258771,110.79386118353771,82.81,99.47,0.79,0.8987394633201418,16.984986679611733,24.68081700257111,0.34473611465315784,0.0024864860106338688
karibetsu,2023,4.725666024258771,110.79386118353771,79.21,99.77,0.38,0.9131975722864151,69.76459516445509,92.31411392629812,0.403820570273567,0.009850633285043132
karibetsu,2015,1.1945072015450728,111.1762905166591,76.58,100.9,6.26,0.26360757850080857,15.23604482361027,25.31553046674946,3.358565700329993,0.0034726855441196878
karibetsu,2016,1.1945072015450728,111.1762905166591,87.62,113.23,6.47,0.3868683533513095,60.657057977721685,91.28969515074161,15.608449999100934,0.02243936179914531
karibetsu,2017,1.1945072015450728,111.1762905166591,82.56,103.22,9.09,0.3126277344532505,13.428602306855593,20.80026711375213,9.289416040564094,0.004791224546211376
karibetsu,2018,1.1945072015450728,111.1762905166591,83.93,106.68,5.79,0.37666409190180383,40.666263846765126,67.31049720674645,9.732903237935343,0.014433626427995828
karibetsu,2023,1.1945072015450728,111.1762905166591,79.05,108.48,4.16,0.330538264940291,153.53142903288668,242.54367272728632,10.542769018426048,0.033604486978456784
karibetsu,2015,2.2196633269630155,112.60956195314124,76.03,97.93,3.04,0.44202548285079146,11.048708909368829,17.66416596993075,0.8080022008606133,0.004017862558259341
karibetsu,2016,2.2196633269630155,112.60956195314124,86.73,109.52,3.21,0.5769609093234043,40.99827755640654,60.28759847238302,3.60279959693977,0.016462567719878547
karibetsu,2017,2.2196633269630155,112.60956195314124,81.01,99.58,4.24,0.49056407664798557,8.582500676554812,13.367220157757234,1.6522706648336678,0.0038287553424945927
karibetsu,2018,2.2196633269630155,112.60956195314124,83.4,103.87,2.89,0.5646565726451422,28.495635444864995,45.72752752719725,2.3776785603500388,0.011474212091022002
karibetsu,2023,2.2196633269630155,112.60956195314124,80.23,106.7,2.17,0.5288476993435162,109.40233966947999,161.04163526304438,3.096707131113067,0.033840523757722306
karibetsu,2015,2.379351041380016,106.4623751619786,75.72,96.9,2.21,0.5475320622344685,10.605415484023602,16.6344527096154,0.4874452039948274,0.004313790816796091
karibetsu,2016,2.379351041380016,106.4623751619786,85.84,107.62,2.15,0.688826231197477,36.3287983657245,52.7198928938591,1.8104024055146901,0.01326342110410889
karibetsu,2017,2.379351041380016,106.4623751619786,80.6,98.53,3.11,0.5935767058580078,7.874202443868522,12.160803124253711,0.9300630691607549,0.0036515331026670487
karibetsu,2018,2.379351041380016,106.4623751619786,82.93,102.63,2.01,0.6748445629773954,26.191463152289245,41.15966330523331,1.3365103731856565,0.010124801237722407
karibetsu,2023,2.379351041380016,106.4623751619786,78.04,102.94,1.24,0.6580438919360716,106.1849440545629,156.19721519851714,1.4101648450158764,0.03151222235752938
karibetsu,2015,2.049709041262854,117.47583917353272,76.25,98.73,3.91,0.3590972889855533,11.546283549099742,18.721132798261017,1.2367091387133855,0.0034593412484569533
karibetsu,2016,2.049709041262854,117.47583917353272,87.28,110.86,4.27,0.483206055241113,45.18337371930416,67.06986366286344,6.142556979780835,0.017203338498226667
karibetsu,2017,2.049709041262854,117.47583917353272,81.33,100.41,5.42,0.40623603712446404,9.273746195321355,14.519569072664757,2.6736978284606203,0.003610375263620372
karibetsu,2018,2.049709041262854,117.47583917353272,83.7,104.78,3.78,0.4724538087746078,30.61973533397149,49.86552927206155,3.7926128196725464,0.011359431759915587
karibetsu,2023,2.049709041262854,117.47583917353272,81.38,108.97,3.07,0.4309517717819771,114.65120597528252,169.66607866184933,5.490810542871246,0.03240021741787645
karibetsu,2015,1.6520231610009835,106.91781983788827,76.07,98.97,3.66,0.39245658777493897,12.981992665353431,21.07870816603998,1.2096678667789995,0.00443534000947485
karibetsu,2016,1.6520231610009835,106.91781983788827,86.51,110.3,3.61,0.5360134928457593,46.34476087250866,68.98940294960543,4.714751459471195,0.01950255674228193
karibetsu,2017,1.6520231610009835,106.91781983788827,81.54,100.92,5.22,0.4446960959677493,10.455487335378827,16.242727430483033,2.7835763710253225,0.004807957549604543
karibetsu,2018,1.6520231610009835,106.91781983788827,83.32,104.63,3.33,0.5226858731555202,32.893780878476136,53.34201247314232,3.316194187109369,0.013856947170090766
karibetsu,2023,1.6520231610009835,106.91781983788827,78.05,105.29,2.21,0.4863537293657529,128.27585409344772,197.86811511375646,3.3858441464881435,0.03699642982054851
karibetsu,2015,2.17700221752894,103.81864084583594,75.7,97.14,2.25,0.5379402527957057,11.07987492014236,17.45486327408007,0.5123103636413119,0.004471403524254275
karibetsu,2016,2.17700221752894,103.81864084583594,85.69,107.7,2.12,0.6832837571908148,36.16072403955028,52.75788110609559,1.7384956625761294,0.01327092571248043
karibetsu,2017,2.17700221752894,103.81864084583594,80.7,98.83,3.18,0.5850696861001567,8.253318529611409,12.743938122401715,1.001830688920682,0.0038700848499150717
karibetsu,2018,2.17700221752894,103.81864084583594,82.88,102.77,2.01,0.6686131754391217,26.768573242946317,42.222747200969515,1.345527569110486,0.01044117425589423
karibetsu,2023,2.17700221752894,103.81864084583594,77.49,102.6,1.2,0.6533016551324382,108.96960464963176,162.24229869078738,1.3349791889868075,0.032037416623755255
karibetsu,2015,1.18608470698219,105.60928879979984,76.43,100.62,5.28,0.2964940054808422,15.281710007911812,25.284595275651473,2.4922659160284804,0.003935065504678429
karibetsu,2016,1.18608470698219,105.60928879979984,87.01,112.26,5.15,0.4309600713948049,53.16902230986822,80.3836850995068,9.235472860215296,0.02062725414776203
karibetsu,2017,1.18608470698219,105.60928879979984,82.47,102.97,7.72,0.3480998184203191,13.224461553340197,20.411910536651888,6.824597898988917,0.00523564544141917
karibetsu,2018,1.18608470698219,105.60928879979984,83.68,106.21,4.75,0.4190203199932167,38.69404899340038,63.83549908521689,6.62036282882667,0.014703548203168682
karibetsu,2023,1.18608470698219,105.60928879979984,77.88,106.8,3.2,0.3750520379451447,145.06853000912622,231.64171733530304,6.302520553760227,0.03354153163180082
karibetsu,2015,3.0352106836627972,106.6872176440804,75.58,95.53,1.55,0.6609287339349353,9.176787728406909,13.974121085373834,0.27462590292495104,0.003566418217515878
karibetsu,2016,3.0352106836627972,106.6872176440804,85.54,105.93,1.5,0.7862463326201433,30.68184133370751,43.50229994957823,1.0002433243139954,0.008372277715476524
karibetsu,2017,3.0352106836627972,106.6872176440804,80.1,97.02,2.19,0.6975105333176498,6.521061533997092,9.951942286801856,0.469477205877929,0.002577441012191998
karibetsu,2018,3.0352106836627972,106.6872176440804,82.8,101.36,1.41,0.7735648954529042,22.331706376447926,34.1587130281417,0.7589015389219526,0.006812755146656701
karibetsu,2023,3.0352106836627972,106.6872176440804,78.28,101.56,0.82,0.7721745855935348,92.2379570044196,130.58491915541381,0.82676898289835,0.023280270869634044
karibetsu,2015,3.342097456784505,107.89178268777688,75.58,95.11,1.4,0.694072738908625,8.687826009638052,13.091645899521225,0.23402455852797596,0.0032358017121619956
karibetsu,2016,3.342097456784505,107.89178268777688,85.51,105.45,1.36,0.8116615731317756,29.14754537214598,40.980009866084316,0.866261230510968,0.007074768275657485
karibetsu,2017,3.342097456784505,107.89178268777688,79.96,96.55,1.97,0.7272006167376732,6.108660695747368,9.27813575817595,0.3863399941848434,0.002230653186747069
karibetsu,2018,3.342097456784505,107.89178268777688,82.8,100.98,1.28,0.7997898261661307,21.17320277400325,32.08845384239547,0.6554902530129951,0.005841124539308991
karibetsu,2023,3.342097456784505,107.89178268777688,78.52,101.27,0.73,0.8016594258799284,87.46976879834446,122.12412363827978,0.7314027650478069,0.02044524763942349
