linf,k,m,pop,species
135.26001887881463,0.10528996054793432,0.19130090616171053,tugur,Hucho taimen
141.15687323783317,0.08507111976271944,0.11916433406602597,tugur,Hucho taimen
141.01785033931318,0.09035380315143277,0.1403909078701454,tugur,Hucho taimen
139.55843743421894,0.08776027498615396,0.16151017162486556,tugur,Hucho taimen
133.826377328048,0.089675493289046,0.16794199976568283,tugur,Hucho taimen
133.8690568249172,0.08873338922512716,0.15607189029249288,tugur,Hucho taimen
135.46209746475884,0.09337387364985564,0.17355375659056027,tugur,Hucho taimen
135.70141548014834,0.09416232864995698,0.14436376716870777,tugur,Hucho taimen
143.06622321014623,0.07752250170886953,0.14875121934461555,tugur,Hucho taimen
131.78699464168955,0.09512313007574334,0.10340489596169235,tugur,Hucho taimen
132.69154297332082,0.09729464277921893,0.12885416827021115,tugur,Hucho taimen
139.98616730286085,0.09381821450504144,0.15495385225258596,tugur,Hucho taimen
137.57064244446704,0.09215166212677292,0.1838331650572395,tugur,Hucho taimen
135.8975772411376,0.08741067698943289,0.1671261068750936,tugur,Hucho taimen
139.05412533031097,0.08382483588910926,0.1161391950657034,tugur,Hucho taimen
142.4184646605113,0.08390069492319567,0.16034894427399243,tugur,Hucho taimen
139.22313057871094,0.08308684512308614,0.1955794413679397,tugur,Hucho taimen
138.26107416498186,0.07799664762216768,0.13029791582281325,tugur,Hucho taimen
131.60016528513395,0.09647360995994143,0.15112680913606874,tugur,Hucho taimen
138.55371182308204,0.09298253842242478,0.14736798648979135,tugur,Hucho taimen
133.56348047719666,0.0861774572571516,0.20040728321423612,tugur,Hucho taimen
139.36160328694373,0.08758168619663642,0.1537961462703393,tugur,Hucho taimen
138.1689971299711,0.08198183734154639,0.13237672205791917,tugur,Hucho taimen
134.75335187517928,0.09460263755071167,0.14937943404361248,tugur,Hucho taimen
139.42971417274433,0.0880438610435378,0.15408713102008123,tugur,Hucho taimen
144.07437747446448,0.08226505189513621,0.10935672478561503,tugur,Hucho taimen
